Course ID,Level,Course Name,Credit Hours,Section Letters,CRNs,Days Met,Locations,Professors,Course Description,Full Text
AE 4803,Undergraduate,Safety:Design &amp; Accident Causa,3,ACC;PSD;QGE;ROB,89395;90326;91950;88343,MW;TR;;MWF,Weber SST III 1;Guggenheim Aerospace 244;TBA;Guggenheim Aerospace 244,Evan Harrison (P);Christopher Carr (P);Adam Steinberg (P);,Normally taken by seniors.  Course material devoted to special topics in aerospace engineering.,AE 4803 Safety:Design &amp; Accident Causa Normally taken by seniors.  Course material devoted to special topics in aerospace engineering.
AE 4806,Undergraduate,Space Hardware Lab,0,SH1;SHL,93556;93555,TR;M,Engineering Sci and Mechanics 202;Engineering Sci and Mechanics G8,Brian Gunter (P);Brian Gunter (P),Special Topics,AE 4806 Space Hardware Lab Special Topics
AE 6009,Graduate,Viscous Fluid Flow,3,A;Q,81270;82268,MWF;,Clough UG Learning Commons 102;TBA,Pui-Kuen Yeung (P);Pui-Kuen Yeung (P),"Fundamental conservation laws.  Laminar flows, wall-bound and free shear flows. Separation, heat transfer, and compressibility effects. Introduction to flow instability and transition to turbulence.","AE 6009 Viscous Fluid Flow Fundamental conservation laws.  Laminar flows, wall-bound and free shear flows. Separation, heat transfer, and compressibility effects. Introduction to flow instability and transition to turbulence."
AE 6030,Graduate,Unsteady Aerodynamics,3,A;Q,92945;92946,WF;WF,Engineering Sci and Mechanics 212;TBA,Marilyn Smith (P);Marilyn Smith (P),Unsteady potential theory for various speed ranges. Calculation of steady and unsteady aerodynamic loads on airfoils and wings.  Vortex flows. Topics of current research interest.,AE 6030 Unsteady Aerodynamics Unsteady potential theory for various speed ranges. Calculation of steady and unsteady aerodynamic loads on airfoils and wings.  Vortex flows. Topics of current research interest.
AE 6100,Graduate,Advanced Structural Analysis I,3,A;Q,93179;93181,MW;,Klaus Advanced Computing 1207;TBA,George Kardomateas (P);George Kardomateas (P),"Stability of elastic systems under quasi-static loads. Classical, kinetic, and potential energy approaches through rigid member models.  Buckling of elastic bars and frames. Energy methods.","AE 6100 Advanced Structural Analysis I Stability of elastic systems under quasi-static loads. Classical, kinetic, and potential energy approaches through rigid member models.  Buckling of elastic bars and frames. Energy methods."
AE 6114,Graduate,Fundamentals of Solid Mechanics,3,A;Q;R,85322;86161;91911,TR;;,Clough UG Learning Commons 423;TBA;TBA,Claudio Di Leo (P);Claudio Di Leo (P);Claudio Di Leo (P),"Unified overview of fundamental aspects of solid mechanics, from nonlinear continuum mechanics to linear elasticity, including an introduction to energy methods and other special topics.","AE 6114 Fundamentals of Solid Mechanics Unified overview of fundamental aspects of solid mechanics, from nonlinear continuum mechanics to linear elasticity, including an introduction to energy methods and other special topics."
AE 6170,Graduate,Structural Optimization,3,A;Q,93233;93234,MW;,Engineering Sci and Mechanics 212;TBA,Graeme Kennedy (P);Graeme Kennedy (P),"Mathematical methods of constrained optimization, sensitivity analysis, approximation concepts, decomposition techniques, shape optimization in the context of structural design.","AE 6170 Structural Optimization Mathematical methods of constrained optimization, sensitivity analysis, approximation concepts, decomposition techniques, shape optimization in the context of structural design."
AE 6230,Graduate,Structural Dynamics,3,A;Q,89325;86696,TR;,Allen Sustainable Education 110;TBA,Cristina Riso (P);Cristina Riso (P),"Dynamic response of single-degree-of-freedom systems, Lagrange&#39;s equations; modal decoupling; vibration of Euler-Bernoulli and Timoshenko beams, membranes and plates.","AE 6230 Structural Dynamics Dynamic response of single-degree-of-freedom systems, Lagrange&#39;s equations; modal decoupling; vibration of Euler-Bernoulli and Timoshenko beams, membranes and plates."
AE 6333,Graduate,Rotorcraft Design I,3,A;Q;Q3,90762;87590;91974,F;;,Engineering Sci and Mechanics 212;TBA;TBA,Marilyn Smith (P);Marilyn Smith (P);Marilyn Smith (P),System approach to conceptual design of aerospace systems with emphasis on rotorcraft. Comprehensive methodologies for aerospace vehicle synthesis and sizing. Integration of technologies. Students cannot receive credit for both AE 6333 and AE 4343.,AE 6333 Rotorcraft Design I System approach to conceptual design of aerospace systems with emphasis on rotorcraft. Comprehensive methodologies for aerospace vehicle synthesis and sizing. Integration of technologies. Students cannot receive credit for both AE 6333 and AE 4343.
AE 6343,Graduate,Aircraft Design I,3,A;Q;Q3,81513;82270;85758,F;;,Weber SST III 1;TBA;TBA,Dimitrios Mavris (P);Dimitrios Mavris (P);Dimitrios Mavris (P),Stochastic approach to conceptual design of aerospace systems with emphasis on aircraft and missiles. Comprehensive methodologies for aerospace vehicle synthesis and sizing. Integration of technologies.,AE 6343 Aircraft Design I Stochastic approach to conceptual design of aerospace systems with emphasis on aircraft and missiles. Comprehensive methodologies for aerospace vehicle synthesis and sizing. Integration of technologies.
AE 6353,Graduate,Orbital Mechanics,3,A;Q;R,82219;82221;91878,MW;;,Weber SST III 1;TBA;TBA,Koki Ho (P);Koki Ho (P);Koki Ho (P),"First graduate-level astrodynamics class that includes two-body orbital mechanics, orbit determination, orbit prediction, orbital maneuvers, lunar and interplanetary trajectories, orbital rendzvous and space navigation.","AE 6353 Orbital Mechanics First graduate-level astrodynamics class that includes two-body orbital mechanics, orbit determination, orbit prediction, orbital maneuvers, lunar and interplanetary trajectories, orbital rendzvous and space navigation."
AE 6372,Graduate,Aerospace Systems Engineering,3,A;Q;R,81585;88422;91829,TR;;TR,Klaus Advanced Computing 1456;TBA;TBA,Elena Garcia (P);Elena Garcia (P);Elena Garcia (P),"Introduction to aerospace systems engineering. Systems engineering and quality engineering methods and tools. Top-down design decision support processes, computer integrated environments, Integrated Product/Process Development (IPPD).","AE 6372 Aerospace Systems Engineering Introduction to aerospace systems engineering. Systems engineering and quality engineering methods and tools. Top-down design decision support processes, computer integrated environments, Integrated Product/Process Development (IPPD)."
AE 6373,Graduate,Advanced Design Methods I,4,A;A01;Q;Q01,88538;81584;86345;88701,M;W;;,Klaus Advanced Computing 1456;Klaus Advanced Computing 1456;TBA;TBA,Dimitrios Mavris (P);Dimitrios Mavris (P);Dimitrios Mavris (P);Dimitrios Mavris (P),"Introduction to modern probabilistic design methods and techniques. Design of experiments, Taguchi methods, response surface equations, robust design, risk and uncertainty, technology assessment and selection.","AE 6373 Advanced Design Methods I Introduction to modern probabilistic design methods and techniques. Design of experiments, Taguchi methods, response surface equations, robust design, risk and uncertainty, technology assessment and selection."
AE 6383,Graduate,Applied Design Laboratory,1,MAV;QMA,81586;88431,R;,Manufacture Rel Discip Complex 2404;TBA,Dimitrios Mavris (P);Dimitrios Mavris (P),"Introduction to computing tools and processes used in subsequent applied design courses in graduate fixed wing, rotary wing, and space systems design tracks.","AE 6383 Applied Design Laboratory Introduction to computing tools and processes used in subsequent applied design courses in graduate fixed wing, rotary wing, and space systems design tracks."
AE 6393,Graduate,Introduction to System of Systems Engineering Principles,3,A;Q;QMA,89088;89373;92144,TR;;,Weber SST III 1;TBA;TBA,Dimitrios Mavris (P);Dimitrios Mavris (P);Dimitrios Mavris (P),"Introduce students to the development and analysis of complex System of Systems, and their practical application to formulate Grand Challenge projects.","AE 6393 Introduction to System of Systems Engineering Principles Introduce students to the development and analysis of complex System of Systems, and their practical application to formulate Grand Challenge projects."
AE 6451,Graduate,Electric Propulsion,3,A;Q,92704;92973,TR;TR,Allen Sustainable Education 110;TBA,Mitchell Walker (P);Mitchell Walker (P),"The course provides a solid background of the operating principles, performance characteristics, and design features of the state-of-the-art electric propulsion systems.","AE 6451 Electric Propulsion The course provides a solid background of the operating principles, performance characteristics, and design features of the state-of-the-art electric propulsion systems."
AE 6511,Graduate,Optimal Guidance and Control,3,A;Q,92703;92974,MW;MW,Engineering Sci and Mechanics 212;TBA,Panagiotis Tsiotras (P);Panagiotis Tsiotras (P),Euler-Lagrange formulation; Hamilton-Jacobi approach; Pontryagin&#39;s minimum principle; Systems with quadratic performance index; Second variation and neighboring extremals; Singular solutions; numerical solution techniques.,AE 6511 Optimal Guidance and Control Euler-Lagrange formulation; Hamilton-Jacobi approach; Pontryagin&#39;s minimum principle; Systems with quadratic performance index; Second variation and neighboring extremals; Singular solutions; numerical solution techniques.
AE 6530,Graduate,Multivariable Linear Systems and Control,3,A;Q,85323;88432,MWF;,Engineering Sci and Mechanics 212;TBA,Wassim Haddad (P);Wassim Haddad (P),"Techniques for analysis and description of multivariable linear systems. Tools for advanced feedback control design for these systems, including computational packages. Credit will not be awarded for both AE 6530 and ECE 6550 or AE 6530 and ME 6401.","AE 6530 Multivariable Linear Systems and Control Techniques for analysis and description of multivariable linear systems. Tools for advanced feedback control design for these systems, including computational packages. Credit will not be awarded for both AE 6530 and ECE 6550 or AE 6530 and ME 6401."
AE 6701,Graduate,Wind Engineering,3,Q3,94287,,TBA,Narayanamoorthy Sankar (P),An introductory course on wind energy and its potential; modeling and design of wind turbines; analysis of the economic benefits of wind turbine systems. Credit will not be awarded for both AE 6701 and ME 6701.,AE 6701 Wind Engineering An introductory course on wind energy and its potential; modeling and design of wind turbines; analysis of the economic benefits of wind turbine systems. Credit will not be awarded for both AE 6701 and ME 6701.
AE 6705,Graduate,Introduction to Mechatronics,4,A;A01,88643;89132,TR;F,College of Computing 101;College of Computing 30,Alexis Noel (P);Alexis Noel (P),Modeling and control of actuators and electro-mechanical systems. Performance and application of microprocessors and analog electronics to modern mechatronic systems.,AE 6705 Introduction to Mechatronics Modeling and control of actuators and electro-mechanical systems. Performance and application of microprocessors and analog electronics to modern mechatronic systems.
AE 6721,Graduate,Evaluation of Human Integrated Systems,3,A;Q,92660;93604,WF;,Klaus Advanced Computing 1207;TBA,Karen Feigh (P);Karen Feigh (P),"Evaluation of human integrated systems including translating research questions into measurable objectives, overview of evaluation methods and data analysis techniques applicable to such systems.  Credit not allowed for both AE 6721 and ISYE 6231.","AE 6721 Evaluation of Human Integrated Systems Evaluation of human integrated systems including translating research questions into measurable objectives, overview of evaluation methods and data analysis techniques applicable to such systems.  Credit not allowed for both AE 6721 and ISYE 6231."
AE 6760,Graduate,Acoustics I,3,A;Q;R;R1,87661;88632;91912;87925,TR;;TR;TR,Allen Sustainable Education 110;TBA;TBA;TBA,Costas Arvanitis (P);Costas Arvanitis (P);Nico Declercq (P);Nico Declercq (P),"Fundamental principles governing the generation, propagation, reflection, and transmission of sound waves in fluids.  Crosslisted with ME 6760.","AE 6760 Acoustics I Fundamental principles governing the generation, propagation, reflection, and transmission of sound waves in fluids.  Crosslisted with ME 6760."
AE 6765,Graduate,Kinetics and Thermodynamics of Gases,4,A;Q;Q3,80008;80271;87643,MW;;,Weber SST III 1;TBA;TBA,Jerry Seitzman (P);Jerry Seitzman (P);Jerry Seitzman (P),"Thermodynamics of nonreacting and reacting gas mixtures. Introductory quantum theory, statistical thermodynamics, and gas kinetic theory. Crosslisted with ME 6765.","AE 6765 Kinetics and Thermodynamics of Gases Thermodynamics of nonreacting and reacting gas mixtures. Introductory quantum theory, statistical thermodynamics, and gas kinetic theory. Crosslisted with ME 6765."
AE 7000,Graduate,Master&#39;s Thesis,1,AHU;ATH;CAR;CHE;CHR;COS;DEC;DIL;FEI;GER;GRI;GUN;HAD;HAN;HO;JAG;JAM;KAR;KEN;LIE;LIG;MAV;MAZ;MEN;OEF;PRA;QAH;QFH;QIA;QMA;QPR;QSA;QSE;QST;RAU;RDE;RIS;RMA;ROG;ROM;RST;RUF;SAN;SEI;SES;SMI;STE;SUN;THE;TSI;TSK;VAM;WAL;YAN;YEU,81781;93351;90488;87652;90833;82080;88031;86270;82764;82761;88026;84765;81087;81660;88020;80874;92314;82596;84772;81355;85430;81654;92227;80879;86972;80873;85486;89621;93358;84486;83408;82529;84542;86994;90412;91764;82379;87037;87653;93354;92224;81363;81345;82062;93363;81782;86999;84889;84873;80981;93347;87178;81832;82854;81657,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA;TBA,Krishan Ahuja (P);Christos Athanasiou (P);Christopher Carr (P);Yongxin Chen (P);John Christian (P);Mark Costello (P);John Dec (P);Claudio Di Leo (P);Karen Feigh (P);Brian German (P);Kelly Griendling (P);Brian Gunter (P);Wassim Haddad (P);Sathyanaraya Hanagud (P);Koki Ho (P);Jechiel Jagoda (P);Kai James (P);George Kardomateas (P);Graeme Kennedy (P);Tim Lieuwen (P);Edgar Lightsey (P);Dimitrios Mavris (P);Yi Mazumdar (P);Suresh Menon (P);Joseph Oefelein (P);J Prasad (P);Krishan Ahuja (P);Karen Feigh (P);Elizabeth Qian (P);Dimitrios Mavris (P);J Prasad (P);Narayanamoorthy Sankar (P);Jerry Seitzman (P);Adam Steinberg (P);Juergen Rauleder (P);John Dec (P);Cristina Riso (P);Dimitrios Mavris (P);Jonathan Rogers (P);Alvaro Romero Calvo (P);Adam Steinberg (P);;Narayanamoorthy Sankar (P);Jerry Seitzman (P);;Marilyn Smith (P);Adam Steinberg (P);Wenting Sun (P);Evangelos Theodorou (P);Panagiotis Tsiotras (P);Sedina Tsikata (P);Kyriakos Vamvoudakis (P);Mitchell Walker (P);Vigor Yang (P);Pui-Kuen Yeung (P),Master&#39;s Thesis,AE 7000 Master&#39;s Thesis Master&#39;s Thesis
